2.0,1,222.880997
2.0,1,233.542999
2.0,1,243.944
2.0,1,249.011002
2.0,1,271.912994
2.0,1,310.867004
2.0,1,273.614014
2.0,1,292.686005
2.0,1,282.614014
2.0,1,265.083008
2.0,1,258.506989
2.0,1,228.169006
2.0,1,228.761002
2.0,1,239.839996
2.0,1,230.511993
2.0,1,231.212006
2.0,1,232.757004
2.0,1,238.259003
2.0,1,247.050003
2.0,1,261.643005
2.0,1,283.679993
4.0,1,325.431
3.0,1,373.368011
2.0,1,320.165985
2.0,1,324.536011
2.0,1,371.294006
4.0,1,388.78299
3.0,1,433.755005
3.0,1,442.684998
2.0,1,422.822998
3.0,1,430.010986
3.0,1,447.990997
3.0,1,382.299011
2.0,1,402.971008
2.0,1,368.766998
2.0,1,376.619995
3.0,1,407.230011
2.0,1,438.798004
2.0,1,433.503998
2.0,1,407.707001
2.0,1,414.065002
2.0,1,413.755005
2.0,1,426.765015
2.0,1,420.903992
2.0,1,421.563995
2.0,1,427.398987
3.0,1,458.554993
4.0,1,451.875
3.0,1,458.548004
2.0,1,457.567993
3.0,1,439.322998
3.0,1,526.232971
3.0,1,574.97699
4.0,1,672.783997
4.0,1,763.781006
3.0,1,629.367004
3.0,1,658.664001
3.0,1,649.359985
3.0,1,679.458984
3.0,1,661.284973
3.0,1,624.68103
3.0,1,592.690002
2.0,1,570.473022
2.0,1,581.307983
2.0,1,573.911987
3.0,1,608.633972
3.0,1,606.718994
2.0,1,609.874023
2.0,1,600.825989
2.0,1,610.892029
3.0,1,616.752014
3.0,1,641.630981
3.0,1,657.070984
3.0,1,701.864014
3.0,1,711.521973
3.0,1,702.031006
3.0,1,731.026001
3.0,1,732.034973
3.0,1,773.872009
3.0,1,769.731018
4.0,1,790.530029
5.0,1,896.182983
7.0,1,998.325012
6.0,1,911.198975
4.0,1,821.797974
4.0,1,924.672974
4.0,1,919.495972
5.0,1,1027.339966
4.0,1,999.18103
5.0,1,1047.869995
6.0,1,1165.199951
7.0,1,1267.119995
6.0,1,1221.380005
5.0,1,1036.73999
5.0,1,966.724976
5.0,1,1102.170044
5.0,1,1187.869995
5.0,1,1182.939941
5.0,1,1207.209961
7.0,1,1347.890015
10.0,1,1596.709961
11.0,1,1808.910034
19.0,1,2041.199951
12.0,1,2155.800049
12.0,1,2511.810059
13.0,1,2958.110107
11.0,1,2548.290039
11.0,1,2589.409912
9.0,1,2506.469971
10.0,1,2518.439941
12.0,1,1929.819946
11.0,1,2730.399902
15.0,1,2757.179932
14.0,1,3213.939941
20.0,1,4073.26001
16.0,1,4087.659912
17.0,1,4382.879883
18.0,1,4582.959961
21.0,1,4122.939941
16.0,1,3582.879883
13.0,1,3682.840088
12.0,1,4403.740234
19.0,1,4610.47998
20.0,1,5678.189941
21.0,1,6008.419922
28.0,1,6153.850098
29.0,1,7407.410156
31.0,1,5950.069824
27.0,1,8036.490234
66.0,1,9330.549805
92.0,1,11323.2002
86.0,1,15455.40039
100.0,1,19140.80078
63.0,1,13925.79981
47.0,1,14156.40039
45.0,1,16477.59961
58.0,1,13772.0
38.0,1,11600.09961
40.0,1,11786.29981
47.0,1,8277.009766
27.0,1,8129.970215
24.0,1,10551.79981
19.0,1,9664.730469
19.0,1,11512.59961
19.0,1,9578.629883
18.0,1,8223.679688
18.0,1,8495.780273
17.0,1,6844.22998
16.0,1,7023.52002
14.0,1,8329.110352
14.0,1,8802.459961
12.0,1,9419.080078
13.0,1,9654.799805
11.0,1,8723.94043
11.0,1,8513.25
11.0,1,7368.220215
10.0,1,7720.25
13.0,1,6786.02002
10.0,1,6499.27002
11.0,1,6173.22998
10.0,1,6385.819824
9.0,1,6773.879883
11.0,1,6359.640137
12.0,1,7418.490234
10.0,1,8218.459961
11.0,1,7068.47998
11.0,1,6322.689941
10.0,1,6506.069824
10.0,1,6707.259766
11.0,1,7272.720215
10.0,1,6300.859863
9.0,1,6517.180176
9.0,1,6710.629883
8.0,1,6625.560059
8.0,1,6602.950195
8.0,1,6290.930176
8.0,1,6482.350098
7.0,1,6486.390137
8.0,1,6376.129883
10.0,1,6411.27002
14.0,1,5623.540039
14.0,1,4009.969971
11.0,1,4139.87793
11.0,1,3614.234375
12.0,1,3252.839111
10.0,1,3998.980225
9.0,1,3865.952637
9.0,1,4076.632568
8.0,1,3552.953125
7.0,1,3601.013672
7.0,1,3583.96582
8.0,1,3464.013428
7.0,1,3690.188232
8.0,1,3673.836182
8.0,1,3810.42749
7.0,1,3847.175781
7.0,1,3951.599854
7.0,1,4025.229004
7.0,1,4022.168213
12.0,1,4105.404297
10.0,1,5198.896973
9.0,1,5167.722168
9.0,1,5314.53125
9.0,1,5285.13916
12.0,1,5795.708496
19.0,1,6972.371582
13.0,1,8197.689453
14.0,1,8673.21582
12.0,1,8742.958008
11.0,1,7688.077148
17.0,1,8994.488281
26.0,1,10855.37109
17.0,1,10817.15527
16.0,1,11450.84668
16.0,1,10256.05859
13.0,1,10599.10547
12.0,1,9552.860352
14.0,1,10970.18457
13.0,1,11523.5791
12.0,1,10345.81055
11.0,1,10138.51758
11.0,1,9757.970703
10.0,1,10441.27637
9.0,1,10347.71289
12.0,1,10070.39258
10.0,1,8104.185547
9.0,1,7988.155762
9.0,1,8321.005859
11.0,1,8222.078125
11.0,1,9551.714844
9.0,1,9235.354492
9.0,1,9055.526367
10.0,1,8577.975586
10.0,1,7047.916992
9.0,1,7424.29248
8.0,1,7564.345215
9.0,1,7152.301758
9.0,1,7511.588867
9.0,1,7422.652832
11.0,1,7411.317383
11.0,1,8192.494141
10.0,1,8706.245117
10.0,1,8596.830078
11.0,1,9344.365234
13.0,1,10116.67383
11.0,1,9934.433594
11.0,1,9924.515625
11.0,1,8562.454102
19.0,1,8108.116211
20.0,1,5392.314941
15.0,1,5830.254883
13.0,1,5922.042969
13.0,1,6791.129395
12.0,1,6971.091797
12.0,1,7189.424805
16.0,1,7679.867188
18.0,1,8897.46875
21.0,1,8756.430664
14.0,1,9670.739258
13.0,1,8790.368164
